"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_90506.24","5TBW|1|1+5TBW|1|4","5TBW|1|1+5TBW|1|4,5TBW|1|AR+5TBW|1|AT,4V88|1|A5+4V88|1|A8,4V88|1|A1+4V88|1|A4,5I4L|1|5+5I4L|1|8,5I4L|1|1+5I4L|1|4,5MEI|1|AR+5MEI|1|AT,5MEI|1|1+5MEI|1|4,5OBM|1|5+5OBM|1|8,5OBM|1|1+5OBM|1|4,5LYB|1|5+5LYB|1|8,5NDV|1|1+5NDV|1|4,5ON6|1|1+5ON6|1|4,5LYB|1|1+5LYB|1|4,5ON6|1|AR+5ON6|1|AT,5NDV|1|5+5NDV|1|8,5NDW|1|1+5NDW|1|4,5NDW|1|5+5NDW|1|8,5NDG|1|5+5NDG|1|8,5NDG|1|1+5NDG|1|4,5TGM|1|1+5TGM|1|4,5TGM|1|5+5TGM|1|8,4V7R|1|B1+4V7R|1|B3,4V7R|1|D1+4V7R|1|D3,5DAT|1|5+5DAT|1|8,5DGV|1|5+5DGV|1|8,5DAT|1|1+5DAT|1|4,5DGV|1|1+5DGV|1|4,5DGE|1|5+5DGE|1|8,5TGA|1|5+5TGA|1|8,5DGF|1|5+5DGF|1|8,5TGA|1|1+5TGA|1|4,5DGF|1|1+5DGF|1|4,5DGE|1|1+5DGE|1|4,5DC3|1|5+5DC3|1|8,5DC3|1|1+5DC3|1|4,4U4R|1|1+4U4R|1|4,4U4R|1|5+4U4R|1|8,4U3U|1|5+4U3U|1|8,4U3U|1|1+4U3U|1|4,4U3M|1|1+4U3M|1|4,4U4Q|1|5+4U4Q|1|8,4U3M|1|5+4U3M|1|8,4U4U|1|1+4U4U|1|4,4U4Q|1|1+4U4Q|1|4,4U4U|1|5+4U4U|1|8,4U52|1|5+4U52|1|8,4U52|1|1+4U52|1|4,5M1J|1|14+5M1J|1|44,4U6F|1|1+4U6F|1|4,4U6F|1|5+4U6F|1|8,4U4N|1|5+4U4N|1|8,4U4Z|1|5+4U4Z|1|8,4U4N|1|1+4U4N|1|4,4U4Z|1|1+4U4Z|1|4,5T62|1|A+5T62|1|C,4U3N|1|5+4U3N|1|8,4U4Y|1|5+4U4Y|1|8,4U3N|1|1+4U3N|1|4,4U55|1|5+4U55|1|8,4U4Y|1|1+4U4Y|1|4,3JCT|1|1+3JCT|1|2,4U51|1|5+4U51|1|8,4U51|1|1+4U51|1|4,4U55|1|1+4U55|1|4,4U50|1|5+4U50|1|8,4U50|1|1+4U50|1|4,5H4P|1|1+5H4P|1|4,5JUP|1|B+5JUP|1|C,4U53|1|1+4U53|1|4,4U53|1|5+4U53|1|8,5APO|1|5+5APO|1|8,4U56|1|1+4U56|1|4,4U56|1|5+4U56|1|8,5MC6|1|BQ+5MC6|1|BS,6GQB|1|1+6GQB|1|4,5JUU|1|B+5JUU|1|C,5JUT|1|B+5JUT|1|C,5JUO|1|B+5JUO|1|C,6GQV|1|1+6GQV|1|4,5JUS|1|B+5JUS|1|C,6FT6|1|1+6FT6|1|2,6ELZ|1|1+6ELZ|1|2,5T6R|1|A+5T6R|1|C,5APN|1|5+5APN|1|8,4U4O|1|5+4U4O|1|8,4U4O|1|1+4U4O|1|4,4V8Y|1|B5+4V8Y|1|B8,6GQ1|1|1+6GQ1|1|4,5GAK|1|1+5GAK|1|4,6EM1|1|1+6EM1|1|2,6C0F|1|1+6C0F|1|2,3J6Y|1|2S+3J6Y|1|8S,3J6X|1|2S+3J6X|1|8S,3J77|1|2S+3J77|1|8S,3J78|1|2S+3J78|1|8S,4V8Z|1|B5+4V8Z|1|B8,6CB1|1|1+6CB1|1|2,5Z3G|1|A+5Z3G|1|B,4V8T|1|5+4V8T|1|8,4V7F|1|1,4V6I|1|DA+4V6I|1|DB,5JCS|1|x,5FL8|1|x"
"NR_all_48359.1","5UZ6|1|A","5UZ6|1|A,5UZ6|1|C,5UZ6|1|E,6BMD|1|C,6BMD|1|A,6BMD|1|E,5V9Z|1|A,5UX3|1|A,5V0O|1|A"
"NR_all_99471.1","5WWT|1|C","5WWT|1|C,5WWS|1|C,5WWR|1|C,5WWR|1|D,5WWT|1|D,5WWS|1|D"
"NR_all_97629.1","3NL0|1|B+3NL0|1|C","3NL0|1|B+3NL0|1|C"
"NR_all_90759.1","5XJC|1|H+5XJC|1|F","5XJC|1|H+5XJC|1|F,5YZG|1|H+5YZG|1|F,5Z58|1|H+5Z58|1|F,5MQF|1|2+5MQF|1|6,5Z56|1|H+5Z56|1|F,5Z57|1|H+5Z57|1|F"
"NR_all_20829.6","6BK8|1|2+6BK8|1|6+6BK8|1|i","6BK8|1|2+6BK8|1|6+6BK8|1|i,6EXN|1|2+6EXN|1|6,5ZWM|1|H+5ZWM|1|I+5ZWM|1|F,5LJ3|1|Z+5LJ3|1|V,5MQ0|1|2+5MQ0|1|6,5ZWO|1|H+5ZWO|1|I+5ZWO|1|F,5NRL|1|2+5NRL|1|4+5NRL|1|6,5LJ5|1|Z+5LJ5|1|V"
"NR_all_07227.1","3ERC|1|F","3ERC|1|F,3ERC|1|E"
"NR_all_40973.1","3ERC|1|G","3ERC|1|G"
"NR_all_65664.1","3ERC|1|I","3ERC|1|I,3ER8|1|E"
"NR_all_43385.1","2M22|6|A","2M22|6|A"
"NR_all_21811.1","2HNS|1|A","2HNS|1|A"
"NR_all_06099.1","486D|1|A","486D|1|A"
"NR_all_20758.1","5F8J|1|B+5F8J|1|C","5F8J|1|B+5F8J|1|C,5F8G|1|B+5F8G|1|C,5F8H|1|B+5F8H|1|C,5F8I|1|B+5F8I|1|C"
"NR_all_02086.1","3BBM|1|B+3BBM|1|C+3BBM|1|A","3BBM|1|B+3BBM|1|C+3BBM|1|A,3B5S|1|B+3B5S|1|C+3B5S|1|A,3B5A|1|B+3B5A|1|C+3B5A|1|A,3BBI|1|B+3BBI|1|C+3BBI|1|A,3BBK|1|B+3BBK|1|C+3BBK|1|A,3B91|1|B+3B91|1|C+3B91|1|A,3B5F|1|B+3B5F|1|C+3B5F|1|A,3B58|1|B+3B58|1|C+3B58|1|A,4G6P|1|B+4G6P|1|C+4G6P|1|A,4G6S|1|B+4G6S|1|C+4G6S|1|A"
"NR_all_55702.1","1C9S|1|W","1C9S|1|W"
"NR_all_81641.1","6F4G|1|C","6F4G|1|C,6F4G|1|F"
"NR_all_69142.1","3NMR|1|B","3NMR|1|B"
"NR_all_48149.1","4RMO|1|B","4RMO|1|B,4RMO|1|D,4RMO|1|H,4RMO|1|F,4RMO|1|J,4RMO|1|L,4RMO|1|N,4RMO|1|P"
"NR_all_65457.1","5KL8|1|C","5KL8|1|C"
"NR_all_07301.1","6HCT|1|A+6HCT|1|B","6HCT|1|A+6HCT|1|B"
"NR_all_34999.1","4V4J|1|2","4V4J|1|2,4V4I|1|0,4V4P|1|BC,4V4P|1|BB,4V68|1|AY"
"NR_all_30153.4","5AXM|1|P","5AXM|1|P,5AXN|1|P,1OB2|1|B,4TNA|1|A,1EHZ|1|A,1I9V|1|A,1TN1|1|A,1TN2|1|A,5M1J|1|A3,6GQV|1|AY,4TRA|1|A,6TNA|1|A,6GQB|1|AX,6GQ1|1|AX,1TRA|1|A,1LS2|1|B,1FCW|1|A,1FCW|1|D,1FCW|1|B,1FCW|1|E,1FCW|1|C"
"NR_all_43578.1","4V7H|1|A7","4V7H|1|A7"
"NR_all_58975.1","3IZY|1|N","3IZY|1|N"
"NR_all_06843.2","1EVV|1|A","1EVV|1|A,3WC2|1|P,3WC2|1|Q,4V4R|1|AV,1SZ1|1|F,1SZ1|1|E,4V4S|1|AV,4V4T|1|AV,4V4R|1|AW,4V4S|1|AW,4V4T|1|AW,4V49|1|AW,4V49|1|AV,1TTT|1|F,1TTT|1|D,1TTT|1|E,1JGQ|1|C,1JGQ|1|B,4V42|1|AC,4V42|1|AB,1JGO|1|C,1JGO|1|B,4V69|1|AY,1JGP|1|C,1JGP|1|B,4V66|1|AE,3EP2|1|Y,3EQ3|1|Y,4V65|1|AE,4V65|1|AA,4V66|1|AA,4V66|1|AP,4V65|1|AP,4V48|1|A6,3DEG|1|A,1MJ1|1|C,1ZO1|1|F,1ZO3|1|A,1ZO3|1|B,1ML5|1|B,1MJ1|1|D,4V4W|1|AW,4V4W|1|AV,4V4W|1|AU,4V4V|1|AV,4V4V|1|AW,4V4V|1|AU"
"NR_all_35537.1","2Z9Q|1|A","2Z9Q|1|A"
"NR_all_80875.1","2KRL|10|A","2KRL|10|A"
"NR_all_42712.1","1XWU|1|A","1XWU|1|A"
"NR_all_25303.2","4V9F|1|9","4V9F|1|9,1S72|1|9,1YI2|1|9,1JJ2|1|9,3CCL|1|9,3CCU|1|9,1YIJ|1|9,3G71|1|9,1YHQ|1|9,3CMA|1|9,3G6E|1|9,3I56|1|9,3CCV|1|9,3CD6|1|9,2QEX|1|9,3CCM|1|9,1YJ9|1|9,3CC4|1|9,1YJN|1|9,2OTL|1|9,1YIT|1|9,3CC2|1|9,3CCS|1|9,2OTJ|1|9,3CCQ|1|9,1KQS|1|9,3CC7|1|9,3CCR|1|9,3G4S|1|9,3I55|1|9,3CCJ|1|9,2QA4|1|9,3CCE|1|9,3OW2|1|9,1VQ8|1|9,1VQO|1|9,1VQK|1|9,1VQ9|1|9,1VQP|1|9,1VQ7|1|9,1VQN|1|9,1VQ4|1|9,1VQ6|1|9,3CME|1|9,1M90|1|B,1QVG|1|9,1VQ5|1|9,1NJI|1|B,3CXC|1|9,3CPW|1|9,1Q81|1|B,1Q86|1|B,1KC8|1|B,1K73|1|B,1Q82|1|B,1K9M|1|B,1QVF|1|9,1M1K|1|B,1KD1|1|B,1K8A|1|B,1Q7Y|1|B,1FFK|1|9,1N8R|1|B,1W2B|1|9"
"NR_all_61343.1","1JGQ|1|D","1JGQ|1|D,4V42|1|AD,1JGO|1|D,1JGP|1|D,2OM7|1|M"
"NR_all_79645.1","4KRE|1|R","4KRE|1|R"
"NR_all_43542.1","4HOT|1|X","4HOT|1|X"
"NR_all_09715.1","5NS3|1|C","5NS3|1|C,5NS4|1|C,5NS3|1|D,5NS4|1|D"
"NR_all_66903.1","2RQC|1|B","2RQC|1|B"
"NR_all_26150.2","4V9F|1|0","4V9F|1|0,1S72|1|0,1JJ2|1|0,1YI2|1|0,3CCU|1|0,3CCL|1|0,1YHQ|1|0,1YIJ|1|0,3CMA|1|0,3CCV|1|0,3G6E|1|0,3G71|1|0,3CD6|1|0,2QEX|1|0,3CCM|1|0,3I56|1|0,2OTL|1|0,3CCS|1|0,1YJN|1|0,1YJ9|1|0,3CC4|1|0,3CCQ|1|0,1YIT|1|0,3CC2|1|0,1KQS|1|0,2OTJ|1|0,3CCR|1|0,3CC7|1|0,3G4S|1|0,3I55|1|0,2QA4|1|0,3CCJ|1|0,3CCE|1|0,3OW2|1|0,1VQO|1|0,1VQ8|1|0,1VQP|1|0,1VQK|1|0,1VQN|1|0,1VQ9|1|0,1VQ7|1|0,1VQ4|1|0,1VQ6|1|0,3CPW|1|0,3CME|1|0,1M90|1|A,3CXC|1|0,1QVG|1|0,1NJI|1|A,1VQ5|1|0,1KC8|1|A,1K73|1|A,1Q81|1|A,1Q82|1|A,1QVF|1|0,1K9M|1|A,1KD1|1|A,1K8A|1|A,1M1K|1|A,1Q86|1|A,1Q7Y|1|A,1FFK|1|0,1FG0|1|A,1FFZ|1|A,1N8R|1|A,1W2B|1|0"
"NR_all_28179.1","3GTP|1|R","3GTP|1|R"
"NR_all_02553.1","5Y7M|1|D","5Y7M|1|D,5Y7M|1|B"
"NR_all_88935.1","6D2Z|1|C","6D2Z|1|C"
"NR_all_52785.1","2R7Z|1|P","2R7Z|1|P"
"NR_all_63520.1","4TU0|1|F","4TU0|1|F,4TU0|1|G"
"NR_all_95171.1","3MJA|1|B","3MJA|1|B,3B31|1|A,3MJ3|1|B,3MJB|1|A"
"NR_all_29649.1","3ND3|1|A","3ND3|1|A"
"NR_all_09346.1","2AP5|1|A","2AP5|1|A"
"NR_all_89292.2","4WQ1|1|3K","4WQ1|1|3K,4WU1|1|3L,4WQ1|1|1K,4WU1|1|3K,4V8D|1|CD,4WQ1|1|3L,4WR6|1|3K,4WRA|1|3K,4WU1|1|2L,4WR6|1|3L,4WR6|1|1K,4V8D|1|AD,4WU1|1|2K,4WRA|1|1K,4WRA|1|3L,4V8D|1|AB,4WQ1|1|1L,4V8E|1|BD,4WR6|1|1L,4V8E|1|DD,4V8F|1|CD,4V8F|1|BD,4WRA|1|1L,4V8D|1|CB,4V8E|1|BB,4V8E|1|DB,4V8F|1|BB,4V8F|1|CB"
"NR_all_44402.1","5VH8|1|A+5VH8|1|B","5VH8|1|A+5VH8|1|B"
"NR_all_73731.2","3U4M|1|B","3U4M|1|B,4QVI|1|B,3UMY|1|B,4QG3|1|B,3U56|1|B,5NPM|1|B"
"NR_all_58167.1","3E5C|1|A","3E5C|1|A,3E5F|1|A,3E5E|1|A"
"NR_all_01772.1","3SNP|1|D","3SNP|1|D,3SNP|1|C,2IPY|1|C,2IPY|1|D"
"NR_all_90150.1","5T5H|1|G","5T5H|1|G"
"NR_all_08337.1","1F8V|1|R","1F8V|1|R"
"NR_all_83636.1","5LZD|1|x","5LZD|1|x,5LZC|1|x,5LZB|1|x"
"NR_all_41342.1","1I9F|5|A","1I9F|5|A,1ETG|14|A,1ETF|1|A"
"NR_all_48361.1","4V49|1|B0","4V49|1|B0,4V4A|1|B0"
"NR_all_88987.6","4IOA|1|X","4IOA|1|X,4IO9|1|X,5JVG|1|X,5DM6|1|X,5JVH|1|X,4IOC|1|X,4U67|1|X,4WFN|1|X,3PIO|1|X,5DM7|1|X,3PIP|1|X,3DLL|1|X,1OND|1|0,2AAR|1|0,1Y69|1|0,3JQ4|1|A,3FWO|1|A,2ZJR|1|X,3CF5|1|X,2ZJQ|1|X,2OGM|1|0,2ZJP|1|X,2OGO|1|0,2OGN|1|0,5DM8|1|X,1JZX|1|A,1NKW|1|0,1NWY|1|0,1NJP|1|0,1NWX|1|0,1J5A|1|A,1JZY|1|A,1K01|1|A,1NJM|1|0,1NJN|1|0,1NJO|1|0,1SM1|1|0,1P9X|1|0,1JZZ|1|A,1Z58|1|2,2D3O|1|0,1XBP|1|0,2O44|1|A,2O43|1|A,2O45|1|A"
"NR_all_59231.1","4V49|1|B9","4V49|1|B9,4V4A|1|B9"
"NR_all_17405.6","4IOA|1|Y","4IOA|1|Y,4IO9|1|Y,5JVG|1|Y,5DM6|1|Y,4IOC|1|Y,5JVH|1|Y,4U67|1|Y,3PIO|1|Y,4WFN|1|Y,3PIP|1|Y,5DM7|1|Y,3DLL|1|Z,3JQ4|1|B,1Y69|1|9,3FWO|1|B,2ZJR|1|Y,3CF5|1|Z,2ZJQ|1|Y,2ZJP|1|Z,5DM8|1|Y,1SM1|1|9,1NKW|1|9,1NWY|1|9,1XBP|1|9,1NWX|1|9"
"NR_all_45210.1","4TYW|1|B","4TYW|1|B"
"NR_all_00973.1","2XS2|1|B","2XS2|1|B"
"NR_all_64635.1","1KD4|1|A+1KD4|1|B","1KD4|1|A+1KD4|1|B"
"NR_all_65186.1","2KRQ|1|A","2KRQ|1|A"
"NR_all_79672.1","4V7M|1|AY","4V7M|1|AY,4V7M|1|CY"
"NR_all_31819.2","1QTQ|1|B","1QTQ|1|B,4JXX|1|B,1ZJW|1|B,4V7M|1|AW,4V7M|1|CW,4V7L|1|AW,4V7L|1|CW,1EUY|1|B,4V7L|1|AY,4V7L|1|CY,1EUQ|1|B,1QRS|1|B,1QRT|1|B,1QRU|1|B,1GTR|1|B,2RD2|1|B,1GTS|1|B,5NWY|1|M,2RE8|1|B,1GSG|1|T,1O0C|1|B,1O0B|1|B,1EXD|1|B"
"NR_all_56623.1","2KY2|1|A+2KY2|1|B","2KY2|1|A+2KY2|1|B"
"NR_all_97151.2","2PWT|1|A+2PWT|1|B","2PWT|1|A+2PWT|1|B,5BWS|1|A+5BWS|1|B,3TD1|1|B+3TD1|1|A,4K32|1|A+4K32|1|B,5BWS|1|C+5BWS|1|D,3BNL|1|A+3BNL|1|B,4P3S|1|B+4P3S|1|A,2ET5|1|A+2ET5|1|B,4PDQ|1|A+4PDQ|1|B,4GPY|1|A+4GPY|1|B,4WCP|1|A+4WCP|1|B+4WCP|1|C,5BXK|1|C+5BXK|1|D,4GPW|1|A+4GPW|1|B,1MWL|1|A+1MWL|1|B,2ET4|1|A+2ET4|1|B,4GPX|1|A+4GPX|1|B,5BXK|1|A+5BXK|1|B,2ESJ|1|A+2ESJ|1|B,2ESI|1|A+2ESI|1|B,4WCQ|1|A+4WCQ|1|B,4F8V|1|A+4F8V|1|B,3WRU|1|A+3WRU|1|B,4F8U|1|A+4F8U|1|B,3S4P|1|A+3S4P|1|B,4P20|1|A+4P20|1|B,1LC4|1|A+1LC4|1|B,2ET3|1|A+2ET3|1|B,4WCR|1|A+4WCR|1|B,4WCS|1|A+4WCS|1|B,2BE0|1|A+2BE0|1|B,2BEE|1|A+2BEE|1|B,1J7T|1|A+1J7T|1|B,2G5Q|1|A+2G5Q|1|B,1YRJ|1|A+1YRJ|1|B,2F4T|1|B+2F4T|1|A"
"NR_all_46023.1","1YSV|1|A","1YSV|1|A"
"NR_all_26059.1","4P3U|1|C+4P3U|1|D","4P3U|1|C+4P3U|1|D"
"NR_all_82060.1","17RA|7|A","17RA|7|A"
"NR_all_51196.1","4V84|1|AV","4V84|1|AV,4V84|1|CV"
"NR_all_40734.1","2IXZ|1|A","2IXZ|1|A"
"NR_all_83550.1","2N2P|1|A","2N2P|1|A"
"NR_all_31135.1","5AOR|1|C","5AOR|1|C,5AOR|1|D"
"NR_all_66108.1","2DRA|1|B","2DRA|1|B,2DVI|1|B,2ZH6|1|B,2DR8|1|B,2DRB|1|B,2DR9|1|B,2ZH3|1|B,2ZH2|1|B,2ZHB|1|B,2ZH1|1|B,2ZH4|1|B,2ZH8|1|B,2ZH7|1|B,2DR7|1|B,2ZH5|1|B,2ZHA|1|B,2ZH9|1|B,2DR5|1|B"
"NR_all_16324.1","2VOD|1|D","2VOD|1|D,2VOD|1|C"
"NR_all_04353.1","5Y88|1|x","5Y88|1|x"
"NR_all_11709.1","3ZGZ|1|B","3ZGZ|1|B,4AQ7|1|B,5OMW|1|B,3ZGZ|1|E,4AS1|1|B,4ARI|1|B,4AQ7|1|E,4CQN|1|B,3ZJT|1|B,5OMW|1|E,5ON2|1|B,3ZJU|1|B,5ONH|1|B,5ON2|1|E,5ONH|1|E,4ARC|1|B,5ON3|1|B,4CQN|1|E,3ZJV|1|B,5ON3|1|E,2NQP|1|F"
"NR_all_51076.1","1QC0|1|C+1QC0|1|D","1QC0|1|C+1QC0|1|D"
"NR_all_99969.1","5JUP|1|EC","5JUP|1|EC,5JUU|1|EC,5JUO|1|EC,5JUT|1|EC,5JUS|1|EC,3J6X|1|IR,3J6Y|1|IR"
"NR_all_14761.1","5WWX|1|C","5WWX|1|C"
"NR_all_26375.1","2N2O|1|A","2N2O|1|A"
"NR_all_03624.1","5KL1|1|C","5KL1|1|C"
"NR_all_48565.1","1C0O|1|A","1C0O|1|A"
"NR_all_91124.2","5NEP|1|A","5NEP|1|A,5NEX|1|A,5NEO|1|A,5NEQ|1|A,5NEF|1|A,5NOM|1|A"
"NR_all_14071.1","6CAS|1|W+6CAS|1|Y","6CAS|1|W+6CAS|1|Y"
"NR_all_84674.1","1I4B|1|A","1I4B|1|A"
"NR_all_98705.2","2P7E|1|D+2P7E|1|C+2P7E|1|P","2P7E|1|D+2P7E|1|C+2P7E|1|P,2NPY|1|D+2NPY|1|C+2NPY|1|A+2NPY|1|B,1ZFT|1|D+1ZFT|1|C+1ZFT|1|A+1ZFT|1|B,2P7F|1|D+2P7F|1|C+2P7F|1|A+2P7F|1|B,1ZFV|1|D+1ZFV|1|C+1ZFV|1|A+1ZFV|1|B,2OUE|1|D+2OUE|1|C+2OUE|1|A+2OUE|1|B,2P7D|1|D+2P7D|1|C+2P7D|1|P,2D2L|1|D+2D2L|1|C+2D2L|1|A+2D2L|1|B,2FGP|1|D+2FGP|1|C+2FGP|1|A+2FGP|1|B,1X9C|1|D+1X9C|1|C+1X9C|1|A+1X9C|1|B,1ZFX|1|D+1ZFX|1|C+1ZFX|1|A+1ZFX|1|B,2BCZ|1|D+2BCZ|1|C+2BCZ|1|A+2BCZ|1|B,2D2K|1|D+2D2K|1|C+2D2K|1|A+2D2K|1|B,2BCY|1|D+2BCY|1|C+2BCY|1|A+2BCY|1|B,2NPZ|1|D+2NPZ|1|C+2NPZ|1|A+2NPZ|1|B,1X9K|1|D+1X9K|1|C+1X9K|1|A+1X9K|1|B,4G6R|1|D+4G6R|1|C+4G6R|1|A+4G6R|1|B,3GS8|1|D+3GS8|1|C+3GS8|1|A+3GS8|1|B,3GS1|1|D+3GS1|1|C+3GS1|1|A+3GS1|1|B"
"NR_all_25676.1","2NCR|1|A+2NCR|1|S","2NCR|1|A+2NCR|1|S,2NCQ|1|A+2NCQ|1|S"
"NR_all_71302.1","2UXB|1|Y+2UXB|1|X","2UXB|1|Y+2UXB|1|X"
"NR_all_20784.1","4TZ0|1|B","4TZ0|1|B"
"NR_all_10796.1","1BR3|1|A","1BR3|1|A"
"NR_all_28594.1","2X1F|1|B","2X1F|1|B,2X1A|1|B"
"NR_all_13728.1","4V8P|1|D1+4V8P|1|C2","4V8P|1|D1+4V8P|1|C2,4V8P|1|A1+4V8P|1|B2,4V8P|1|F1+4V8P|1|E2,4V8P|1|H1+4V8P|1|G2"
"NR_all_60168.1","2OOM|3|A","2OOM|3|A"
"NR_all_47891.1","6DNH|1|E","6DNH|1|E,6BLL|1|E"
"NR_all_24746.1","1YYW|1|I+1YYW|1|J","1YYW|1|I+1YYW|1|J,1YYW|1|E+1YYW|1|F,1YYW|1|G+1YYW|1|H,1YYW|1|K+1YYW|1|L"
"NR_all_48352.1","4XWF|1|A","4XWF|1|A,4XW7|1|A"
"NR_all_60906.1","4JAB|1|A+4JAB|1|B","4JAB|1|A+4JAB|1|B"
"NR_all_27697.1","439D|1|A+439D|1|B","439D|1|A+439D|1|B"
"NR_all_67355.1","4CS1|1|A","4CS1|1|A,4C40|1|A"
"NR_all_94729.3","4NLF|1|A","4NLF|1|A,5D99|1|A,1Q9A|1|A,4NMG|1|A,3DW4|1|A,3DW6|1|A,4Y27|1|A,3DVZ|1|A,4NXH|1|A,5NQI|1|A,3S7C|1|A,5MRX|1|A,3DW5|1|A,3DW7|1|A,483D|1|A,3S8U|1|A,1MSY|1|A,480D|1|A,1JBR|1|D,1JBT|1|C,1JBT|1|D,1JBS|1|D,1JBS|1|C,3EQ3|1|D,3EP2|1|D,3DEG|1|I,1EG0|1|M,3EQ4|1|D"
"NR_all_89906.2","3WFS|1|A","3WFS|1|A,3WFS|1|B,5HC9|1|D,3WFQ|1|B,3WFQ|1|A,4WC2|1|B,5HC9|1|C,4WC3|1|B,1VFG|1|D,3WFQ|1|C,1VFG|1|C,3WFQ|1|D,4X0B|1|B,4WC7|1|B,3WFR|1|C,4WC5|1|B,3WFR|1|A,4WC4|1|B,4WC6|1|B,4X0A|1|B,3WFR|1|B,3WFR|1|D"
"NR_all_19551.3","6GAZ|1|AA","6GAZ|1|AA,6GAW|1|AA,5AJ3|1|A,5AJ4|1|AA"
"NR_all_83774.1","2KRY|1|A","2KRY|1|A"
"NR_all_53005.1","5NXT|1|U","5NXT|1|U"
"NR_all_11028.1","5O1Y|1|B","5O1Y|1|B"
"NR_all_73925.1","5X3Z|1|B","5X3Z|1|B"
"NR_all_22826.1","4OAU|1|A","4OAU|1|A,2A1R|1|C,2A1R|1|D,3GPQ|1|E,3GPQ|1|F,1LAJ|1|R"
"NR_all_73286.7","5XJC|1|B","5XJC|1|B,5YZG|1|B,6AHD|1|B,5O9Z|1|5,5Z58|1|B,5Z56|1|B,6AH0|1|B,5MQF|1|5,5Z57|1|B,3JCR|1|H,6FF4|1|5"
"NR_all_79669.1","5Y36|1|B","5Y36|1|B"
"NR_all_03715.1","1QU2|1|T","1QU2|1|T,1QU3|1|T,1FFY|1|T"
"NR_all_77683.1","2JEA|1|C","2JEA|1|C"
"NR_all_38099.1","3BNR|1|C+3BNR|1|D","3BNR|1|C+3BNR|1|D,3BNR|1|A+3BNR|1|B,3BNS|1|C+3BNS|1|D,3BNS|1|A+3BNS|1|B,3BNQ|1|C+3BNQ|1|D,3BNQ|1|A+3BNQ|1|B"
"NR_all_29474.1","1JO7|18|A","1JO7|18|A"
"NR_all_82371.1","2N8L|1|B","2N8L|1|B"
"NR_all_47370.1","1P6V|1|B","1P6V|1|B,1P6V|1|D"
"NR_all_35618.1","2MZ1|1|B","2MZ1|1|B"
"NR_all_67479.1","2J37|1|A","2J37|1|A,2GO5|1|A"
"NR_all_35965.1","3JAN|1|4","3JAN|1|4,3JAJ|1|4"
"NR_all_49785.2","1MFQ|1|A","1MFQ|1|A,5M73|1|A,5M73|1|E,4P3E|1|A,3KTV|1|C,3KTV|1|A,1L9A|1|B,1RY1|1|A"
"NR_all_45673.1","5ZEB|1|a","5ZEB|1|a,5ZEP|1|a,6DZI|1|h,5O5J|1|A,5ZEU|1|a,6DZK|1|A,5XYU|1|A"
"NR_all_30196.1","5C9H|1|C+5C9H|1|D","5C9H|1|C+5C9H|1|D"
"NR_all_55295.1","3FTE|1|C+3FTE|1|D","3FTE|1|C+3FTE|1|D"
"NR_all_42560.1","2ZI0|1|C+2ZI0|1|D","2ZI0|1|C+2ZI0|1|D"
"NR_all_04968.1","4B3Q|1|R","4B3Q|1|R,4B3P|1|R"
"NR_all_17350.1","6GAW|1|BB","6GAW|1|BB,6GB2|1|BB"
"NR_all_06715.4","6GAW|1|BA","6GAW|1|BA,6GB2|1|BA,4V19|1|A,5AJ4|1|BA,4CE4|1|A"
"NR_all_16634.1","3S2D|1|R","3S2D|1|R"
"NR_all_28023.1","5EX7|1|B","5EX7|1|B"
"NR_all_68262.1","3X1L|1|I","3X1L|1|I"
"NR_all_93153.1","1A60|1|A","1A60|1|A"
"NR_all_36362.1","1XSH|1|A","1XSH|1|A,1XSU|1|A,2CD3|1|A,1F7I|2|A,2CD6|1|A,1F6Z|1|A,1F79|1|A"
"NR_all_83043.1","5ZEB|1|B","5ZEB|1|B,5ZEP|1|B,5ZET|1|B"
"NR_all_76090.2","5O60|1|A","5O60|1|A,5ZET|1|A,6DZP|1|A,6DZI|1|A,5ZEB|1|A,5XYM|1|A,5ZEP|1|A"
"NR_all_50004.1","1FXL|1|B","1FXL|1|B"
"NR_all_72858.1","4CXG|1|Y","4CXG|1|Y,4CXH|1|Y"
"NR_all_75716.1","2RLU|1|A","2RLU|1|A"
"NR_all_77275.1","4K31|1|B+4K31|1|C","4K31|1|B+4K31|1|C"
"NR_all_31404.1","1RNK|1|A","1RNK|1|A"
"NR_all_02664.1","2LI4|1|A","2LI4|1|A"
"NR_all_04218.1","2M4Q|6|1","2M4Q|6|1,1FYO|1|A"
"NR_all_38180.1","5MFX|1|B","5MFX|1|B"
"NR_all_34492.3","398D|1|C","398D|1|C,398D|1|A"
"NR_all_32559.1","2ADC|19|C","2ADC|19|C"
"NR_all_24235.1","4LGT|1|E","4LGT|1|E,4LGT|1|F,3DH3|1|F+3DH3|1|E,3DH3|1|G+3DH3|1|H,3J0E|1|D,3J0D|1|E"
"NR_all_91690.1","4WJ4|1|B","4WJ4|1|B"
"NR_all_79496.3","2DER|1|D","2DER|1|D,2DER|1|C,2DET|1|C,2DEU|1|D,2DEU|1|C"
"NR_all_16095.1","5E17|1|I","5E17|1|I,5E18|1|I"
